,Compound,Date,Message,Negative,Neutral,Positive,Tweets Ago,User
254,0.4939,Sat Sep 08 16:00:06 +0000 2018,"Blue macaw parrot that inspired ""Rio"" is now officially extinct in the wild https://t.co/Us88Kwy63R https://t.co/RCOn41qbb0",0.814,0.0,0.186,55,@CBSNews
255,0.4019,Sat Sep 08 15:39:39 +0000 2018,"GOP Sen. Ben Sasse says he ""regularly"" considers leaving the Republican Party https://t.co/I3lSmaFxun https://t.co/3BDlL8b5FH",0.828,0.0,0.172,56,@CBSNews
256,-0.1531,Sat Sep 08 15:19:41 +0000 2018,"Miss America contestant says President Trump has ""caused a lot of division"" https://t.co/RvxxAXC1aS https://t.co/X55QcGVezF",0.882,0.118,0.0,57,@CBSNews
257,0.0,Sat Sep 08 15:00:01 +0000 2018,"What we've learned about Brett Kavanaugh from his confirmation hearings:
https://t.co/cABwtiSnIu https://t.co/sp1PpgoeQu",1.0,0.0,0.0,58,@CBSNews
258,-0.4019,Sat Sep 08 14:39:47 +0000 2018,Nearly every element in President Trump's trouble has a Watergate parallel https://t.co/tcOAjC2NOo https://t.co/FOnznHmpmR,0.803,0.197,0.0,59,@CBSNews
259,0.0,Sat Sep 08 14:20:06 +0000 2018,Montana teen removed from President Trump's Montana rally goes viral as #PlaidShirtGuy https://t.co/LDNQWVt7nu https://t.co/WWtfLz0XcS,1.0,0.0,0.0,60,@CBSNews
260,0.2732,Sat Sep 08 14:00:45 +0000 2018,Company set up by Michael Cohen offers to drop Stormy Daniels' hush-money agreement https://t.co/zplrPCFxYL https://t.co/IjxpSpW0j1,0.71,0.115,0.175,61,@CBSNews
261,0.0,Sat Sep 08 13:39:48 +0000 2018,Nicki Minaj and Cardi B were involved in an altercation Friday night that got physical at a New York Fashion Week p… https://t.co/xA5t5tUUj8,1.0,0.0,0.0,62,@CBSNews
262,-0.4404,Sat Sep 08 13:19:55 +0000 2018,"Egypt court sentences 75 people to death, including top leaders of outlawed Muslim Brotherhood, for their involveme… https://t.co/hiu1OZu5b9",0.685,0.178,0.137,63,@CBSNews
263,0.4019,Sat Sep 08 13:03:06 +0000 2018,OxyContin maker gets patent for drug to treat opioid addiction https://t.co/MWkudBM4XE https://t.co/m2MKT8GkZ2,0.803,0.0,0.197,64,@CBSNews
264,0.4939,Sat Sep 08 12:48:06 +0000 2018,"Blue macaw parrot that inspired ""Rio"" is now officially extinct in the wild https://t.co/1SRlDuU6vy https://t.co/tK82jGDHCJ",0.814,0.0,0.186,65,@CBSNews
265,0.4588,Sat Sep 08 12:33:05 +0000 2018,"Paul McCartney gives ""secret concert"" at NYC's Grand Central https://t.co/7DqcGr740j https://t.co/BHtFafP8FJ",0.769,0.0,0.231,66,@CBSNews
266,0.4019,Sat Sep 08 12:30:18 +0000 2018,Cardi B and Nicki Minaj involved in altercation at New York Fashion Week party https://t.co/8PY8UlQ8LV https://t.co/Qj83OiunIh,0.838,0.0,0.162,67,@CBSNews
267,0.0,Sat Sep 08 12:18:07 +0000 2018,"Nike sales surge despite storm over Colin Kaepernick's ""Just Do It"" ad https://t.co/2cO2466vNC https://t.co/ECmtoDul5r",1.0,0.0,0.0,68,@CBSNews
268,-0.296,Sat Sep 08 12:03:06 +0000 2018,2006 letter confirms Vatican received complaint about ex-cardinal https://t.co/9sBGqTYdno https://t.co/4bWmugeaha,0.804,0.196,0.0,69,@CBSNews
269,0.0,Sat Sep 08 11:48:09 +0000 2018,Hurricane Olivia: Another storm heads toward Hawaii https://t.co/NW5YZ43I2j https://t.co/UxHuUtV91p,1.0,0.0,0.0,70,@CBSNews
270,-0.8555,Sat Sep 08 11:40:08 +0000 2018,"Katyusha rockets fired at Basra airport in Iraq after violent night of protests, official says… https://t.co/KJOSp2ZEx6",0.58,0.42,0.0,71,@CBSNews
271,0.0,Sat Sep 08 11:33:05 +0000 2018,Montana teen removed from Trump's rally goes viral as #PlaidShirtGuy https://t.co/6JE3cXaF9x https://t.co/pZt3StLy7h,1.0,0.0,0.0,72,@CBSNews
272,0.0,Sat Sep 08 11:18:03 +0000 2018,Twitter permanently bans Alex Jones and Infowars https://t.co/R8hk9C1bUb https://t.co/ChdZR41bbo,1.0,0.0,0.0,73,@CBSNews
273,-0.4019,Sat Sep 08 11:03:03 +0000 2018,Fights over teacher salaries and working conditions escalate along West Coast https://t.co/c8LkxmUqif https://t.co/X7xLXFzpKA,0.816,0.184,0.0,74,@CBSNews
274,0.0,Sat Sep 08 10:48:03 +0000 2018,"Trump speculates about author of ""unfair"" op-ed https://t.co/isyQdofhFY https://t.co/g61f20oflw",1.0,0.0,0.0,75,@CBSNews
275,0.1531,Sat Sep 08 10:33:03 +0000 2018,U.S. fighter jets intercept 2 Russian bombers over Arctic Ocean https://t.co/0zJ6Stc828 https://t.co/vffLWUQWPr,0.862,0.0,0.138,76,@CBSNews
276,0.0,Sat Sep 08 10:18:04 +0000 2018,What it takes to be middle class in America https://t.co/BNHkuOy4vO https://t.co/FOkQlrf4yl,1.0,0.0,0.0,77,@CBSNews
277,0.128,Sat Sep 08 10:03:05 +0000 2018,"Unless we learn to argue better, we will become a nation of grudge holders https://t.co/X68Gq53Eth https://t.co/4OSS7mNB7E",0.71,0.131,0.158,78,@CBSNews
278,-0.4767,Sat Sep 08 09:48:03 +0000 2018,"Debra Van Horn, former trainer who worked with Larry Nassar, arrested at Texas airport https://t.co/drNUnQ2URU https://t.co/K3Vr7bMf6U",0.829,0.171,0.0,79,@CBSNews
279,-0.4215,Sat Sep 08 09:33:03 +0000 2018,Police detain black teen riding with his white grandmother after reports of robbery attempt https://t.co/D6nCjDy6fc https://t.co/TjGpLMT5BF,0.843,0.157,0.0,80,@CBSNews
280,-0.34,Sat Sep 08 09:18:04 +0000 2018,"Cincinnati shooter's gun jammed during four-minute rampage, police say https://t.co/xTcqfdbvFm https://t.co/PpXI8jxLwA",0.806,0.194,0.0,81,@CBSNews
281,-0.5574,Sat Sep 08 09:03:06 +0000 2018,"Trump's trade wars: How we got here, and where things are headed next https://t.co/JB7Jd9bUZK https://t.co/HSueHmOVs2",0.795,0.205,0.0,82,@CBSNews
282,-0.765,Sat Sep 08 08:48:04 +0000 2018,"Jason Hairston, former NFL player and friend of Donald Trump Jr., dead in apparent suicide https://t.co/0xd0NRMLDU https://t.co/SpqutDJBH7",0.538,0.338,0.123,83,@CBSNews
283,0.0,Sat Sep 08 08:33:03 +0000 2018,Witnesses testify in final day of Brett Kavanaugh confirmation hearings https://t.co/Am5PaFtukx https://t.co/u722fsKQBw,1.0,0.0,0.0,84,@CBSNews
284,-0.6705,Sat Sep 08 08:18:03 +0000 2018,Police: Warrant sought for officer who mistook apartment for her own; killed neighbor https://t.co/fz3VwdI0dl https://t.co/xoVV4dNnim,0.757,0.243,0.0,85,@CBSNews
285,0.0,Sat Sep 08 08:03:03 +0000 2018,Obama's full speech on the state of American democracy https://t.co/0zArIVR0Bi https://t.co/BSHqwVBe03,1.0,0.0,0.0,86,@CBSNews
286,-0.1027,Sat Sep 08 07:48:03 +0000 2018,"Gwyneth Paltrow's Goop to pay $145,000 over claims its vaginal eggs have health perks https://t.co/dIIhDGZd9Y https://t.co/W0aJSfaGfX",0.915,0.085,0.0,87,@CBSNews
287,-0.1027,Sat Sep 08 07:33:03 +0000 2018,"Gwyneth Paltrow's Goop to pay $145,000 over claims its vaginal eggs have health perks https://t.co/dIIhDGZd9Y https://t.co/vvn3ADadEj",0.915,0.085,0.0,88,@CBSNews
288,-0.4767,Sat Sep 08 07:18:04 +0000 2018,"""Look at all the fake news back there"": Trump speaks at rally one day after explosive op-ed https://t.co/L7dfY9xAya https://t.co/aGoRflSGPs",0.853,0.147,0.0,89,@CBSNews
289,-0.5267,Sat Sep 08 07:03:03 +0000 2018,George Papadopoulos sentenced to 14 days in prison in Russia probe https://t.co/9Z5aSaIYDn https://t.co/LpmelCVWS2,0.714,0.286,0.0,90,@CBSNews
290,-0.6249,Sat Sep 08 06:48:03 +0000 2018,"For a TV anchor who covered the opioid crisis for years, the story becomes personal https://t.co/INwKvTcZwN https://t.co/kw2mwKyMUK",0.785,0.215,0.0,91,@CBSNews
291,-0.0516,Sat Sep 08 06:33:03 +0000 2018,School resource officer put on leave after using Taser to wake sleeping student https://t.co/xb1a3w2RLh https://t.co/HVMYsZ34Xr,0.921,0.079,0.0,92,@CBSNews
292,-0.6808,Sat Sep 08 06:18:04 +0000 2018,"U.S. woman, son fighting for lives after giraffe attack https://t.co/OijcmJzgnX https://t.co/BSMEetGQZs",0.616,0.384,0.0,93,@CBSNews
293,0.0,Sat Sep 08 06:03:04 +0000 2018,More aging baby boomers turning to pot https://t.co/znpf30FYLC https://t.co/YzO39gwN0g,1.0,0.0,0.0,94,@CBSNews
294,0.4588,Sat Sep 08 05:54:06 +0000 2018,"Paul McCartney gives ""secret concert"" at NYC's Grand Central https://t.co/7DgpyP8AiR https://t.co/pHdFoW91W0",0.769,0.0,0.231,95,@CBSNews
295,0.8074,Sat Sep 08 05:48:03 +0000 2018,"Female scientist finally honored for ""breakthrough"" donates $3M award https://t.co/OrY4l63mVu https://t.co/KPrTIIPu2T",0.552,0.0,0.448,96,@CBSNews
296,0.0,Sat Sep 08 05:33:03 +0000 2018,Tesla's Elon Musk appears to smoke weed in Joe Rogan live interview https://t.co/irlEEFNtTR https://t.co/tYeyx6jGNt,1.0,0.0,0.0,97,@CBSNews
297,0.0,Sat Sep 08 05:24:05 +0000 2018,Montana teen removed from Trump's rally goes viral as #PlaidShirtGuy https://t.co/8OeeYMOoUh https://t.co/nIgQNzVBON,1.0,0.0,0.0,98,@CBSNews
298,-0.7003,Sat Sep 08 05:18:03 +0000 2018,French rebel priest takes on church hierarchy over sex abuse https://t.co/f6R9q56eNJ https://t.co/t8ivvZGG6u,0.633,0.367,0.0,99,@CBSNews
299,0.0,Sat Sep 08 05:03:05 +0000 2018,What it takes to be middle class in America https://t.co/eiEQM1pXeQ https://t.co/azc9WAjF5e,1.0,0.0,0.0,100,@CBSNews
300,0.0,Sun Sep 09 03:50:00 +0000 2018,New Hampshire man fined $124 for kicking seagull that tried to eat his cheeseburger https://t.co/8HhqTIUk5t,1.0,0.0,0.0,1,@FoxNews
301,0.8271,Sun Sep 09 03:42:00 +0000 2018,".@nedryun: Kavanaugh might be the left's nightmare, but he will restore the Supreme Court to its proper role https://t.co/DLstxfr87f",0.688,0.0,0.312,2,@FoxNews
302,-0.296,Sun Sep 09 03:34:00 +0000 2018,"Florida police 'pull over' couple for marriage proposal, Twitter users worried about relationship’s fate https://t.co/iIVnQZwMS4",0.864,0.136,0.0,3,@FoxNews
303,-0.5267,Sun Sep 09 03:26:00 +0000 2018,New Jersey charter school slammed for turning away students for minor dress code violations https://t.co/tZJqOFErJ4,0.805,0.195,0.0,4,@FoxNews
304,-0.6597,Sun Sep 09 03:18:00 +0000 2018,"Rochelle Sykes, aunt of teen murdered in Chicago: ""He wasn't in a gang, he didn't do drugs. What is it that he coul… https://t.co/WiXV7s1GuT",0.833,0.167,0.0,5,@FoxNews
305,-0.34,Sun Sep 09 03:02:00 +0000 2018,Massachusetts jewelry store under fire after 'take a knee' billboard backfires https://t.co/8qeSTbR0VR,0.806,0.194,0.0,6,@FoxNews
306,-0.8658,Sun Sep 09 02:54:46 +0000 2018,New York City reopens subway station destroyed in 9/11 terror attack https://t.co/ilIcRzMIMV,0.481,0.519,0.0,7,@FoxNews
307,0.0191,Sun Sep 09 02:45:00 +0000 2018,SUNDAY: Don't miss an exclusive interview with @ChrisCoons on @FoxNewsSunday. Check your local listings and tune in… https://t.co/98VlQIyszm,0.85,0.073,0.077,8,@FoxNews
308,0.34,Sun Sep 09 02:40:23 +0000 2018,Judith Miller: The anonymous op-ed in the @nytimes merited publication (via @FoxNewsOpinion) https://t.co/augNDRcn6g,0.833,0.0,0.167,9,@FoxNews
309,-0.3818,Sun Sep 09 02:35:00 +0000 2018,"Governors of North Carolina, South Carolina and Virginia declare states of emergency ahead of Florence… https://t.co/X0FnD67j3n",0.852,0.148,0.0,10,@FoxNews
310,0.0,Sun Sep 09 02:31:04 +0000 2018,American Airlines flight attendant told passenger to 'pee in a bag' after plane's toilets overflow https://t.co/xtTaPzTmm9,1.0,0.0,0.0,11,@FoxNews
311,0.0,Sun Sep 09 02:21:06 +0000 2018,"Participants perform yoga in front of the Eiffel Tower as part of the sport event ""La Parisienne"" in Paris on Satur… https://t.co/PpLimYi2zF",1.0,0.0,0.0,12,@FoxNews
312,-0.5829,Sun Sep 09 02:16:47 +0000 2018,".@JoeDeVitoComedy on anonymous @nytimes op-ed: ""If it's really that bad, become a former senior administration offi… https://t.co/Vv2YZXNtXQ",0.799,0.201,0.0,13,@FoxNews
313,0.4215,Sun Sep 09 02:05:38 +0000 2018,Massive boom hopes to corral Pacific Ocean's plastic trash https://t.co/t99oZyj5eb,0.763,0.0,0.237,14,@FoxNews
314,0.0,Sun Sep 09 01:56:00 +0000 2018,"Antjuan Seawright on @BarackObama campaigning for midterms: ""This is not about who will control Congress or who wil… https://t.co/4AacnToL6L",1.0,0.0,0.0,15,@FoxNews
315,0.3875,Sun Sep 09 01:53:00 +0000 2018,"Thomas Homan: “They are not going to bully the 20,000 American patriots that work for ICE.” https://t.co/8mAKSctCx9 https://t.co/ngYqOR9h66",0.866,0.0,0.134,16,@FoxNews
316,-0.6249,Sun Sep 09 01:48:00 +0000 2018,"Kevin Graham on Chicago violence: ""It didn't start yesterday. It started started years ago when they decided to und… https://t.co/kEFtf4yLt4",0.823,0.177,0.0,17,@FoxNews
317,0.0,Sun Sep 09 01:43:00 +0000 2018,SUNDAY: @VP Mike Pence joins Chris Wallace for an interview on @FoxNewsSunday. Check your local listings and tune i… https://t.co/GMocs5pjxU,1.0,0.0,0.0,18,@FoxNews
318,0.0,Sun Sep 09 01:42:55 +0000 2018,"""We're seeing a booming economy because of President @realDonaldTrump's vision.""

On @OutnumberedOT,… https://t.co/FGsYMnkZLD",1.0,0.0,0.0,19,@FoxNews
319,-0.5106,Sun Sep 09 01:35:11 +0000 2018,Pennsylvania SPCA announces charges against woman accused of 'cropping' schnauzer puppies' ears https://t.co/wyEaYEIy3r,0.719,0.281,0.0,20,@FoxNews
320,-0.5719,Sun Sep 09 01:24:58 +0000 2018,Serena Williams accuses umpire of sexism in US Open loss https://t.co/qPQbeUPbCF,0.657,0.343,0.0,21,@FoxNews
321,-0.6486,Sun Sep 09 01:20:35 +0000 2018,".@JudgeJeanine: ""It has never happened in the history of this country, an ex-president viciously attacking his succ… https://t.co/h5wijHKDsZ",0.751,0.249,0.0,22,@FoxNews
322,-0.8271,Sun Sep 09 01:08:01 +0000 2018,"RT @FoxNewsResearch: Kavanaugh Confirmation Hearings:
→ Protester Arrests

•Day 1 – Sept 4: 70 arrests

•Day 2 – Sept 5:  73 arrests

•Day…",0.633,0.367,0.0,23,@FoxNews
323,0.0,Sun Sep 09 00:59:08 +0000 2018,'This Is Anti-Trump': Homan Hits Back at Atlanta Mayor for Ending Ties With ICE https://t.co/3hZA0kQFtO,1.0,0.0,0.0,24,@FoxNews
324,0.0,Sun Sep 09 00:49:00 +0000 2018,New Hampshire man fined $124 for kicking seagull that tried to eat his cheeseburger https://t.co/8S2yuXMID5,1.0,0.0,0.0,25,@FoxNews
325,-0.34,Sun Sep 09 00:42:01 +0000 2018,Massachusetts jewelry store under fire after 'take a knee' billboard backfires https://t.co/O8gxzL9Oxq,0.806,0.194,0.0,26,@FoxNews
326,-0.34,Sun Sep 09 00:35:20 +0000 2018,Cincinnati police release footage of gunman 'firing shots at anyone he sees' https://t.co/VWo0mzH183,0.833,0.167,0.0,27,@FoxNews
327,0.3182,Sun Sep 09 00:30:44 +0000 2018,RT @FoxBusiness: Trump calls for a fair trade deal with Canada https://t.co/VIv1HpSl1M,0.813,0.0,0.187,28,@FoxNews
328,-0.2732,Sun Sep 09 00:23:21 +0000 2018,.@SenBillCassidy: “The president ran for office saying that he was going to cut regulations and he was going to low… https://t.co/WtjP0q23gY,0.905,0.095,0.0,29,@FoxNews
329,0.0,Sun Sep 09 00:19:06 +0000 2018,"RT @FoxNewsResearch: American Spotlight🔦
- prevalence of obesity (%)

(ages 20 and over)

•1988-1994: 22.9%
•1999-2000: 30.5%
•2001-2002: 3…",1.0,0.0,0.0,30,@FoxNews
330,0.6494,Sun Sep 09 00:08:00 +0000 2018,"Tropical Storm Florence gains 'a little' strength, forecast to turn into hurricane, officials say https://t.co/OXcUPSGYyt",0.71,0.0,0.29,31,@FoxNews
331,-0.5994,Sun Sep 09 00:02:00 +0000 2018,Ariana Grande posts Mac Miller photo on Instagram after his death https://t.co/pz8SmVuQis,0.738,0.262,0.0,32,@FoxNews
332,0.34,Sat Sep 08 23:53:25 +0000 2018,"Guests at the Frontiers in Flight Open House and Airshow wait on line to look inside Doc, a restored B-29 Superfort… https://t.co/olpA1LpM4P",0.893,0.0,0.107,33,@FoxNews
333,0.0,Sat Sep 08 23:53:00 +0000 2018,Feds indict Oklahoma big cat breeder in murder-for-hire https://t.co/4stI9Gy6jP,1.0,0.0,0.0,34,@FoxNews
334,0.6369,Sat Sep 08 23:46:00 +0000 2018,".@KatiePavlich: ""America has always prevailed. It is the greatest country the world has ever known. I always have f… https://t.co/11jwA0Zzkg",0.811,0.0,0.189,35,@FoxNews
335,-0.4404,Sat Sep 08 23:41:00 +0000 2018,Mother of black man shot dead by white Dallas officer wonders if race played pivotal role https://t.co/7H628yR4pZ,0.691,0.198,0.111,36,@FoxNews
336,-0.296,Sat Sep 08 23:37:00 +0000 2018,OPINION: Kavanaugh hearing day four: Democrats still land no punches https://t.co/OkJ2eNji0u,0.82,0.18,0.0,37,@FoxNews
337,0.4019,Sat Sep 08 23:31:00 +0000 2018,"In a special @IngrahamAngle town hall, Laura Ingraham delves into the reasons behind the staggering levels of viole… https://t.co/Or7vWMBZd1",0.863,0.0,0.137,38,@FoxNews
338,0.3612,Sat Sep 08 23:26:00 +0000 2018,".@KatiePavlich: ""Conservatism to me is limited government, liberty and sticking to the Constitution and realizing t… https://t.co/1PHJwPOA8j",0.739,0.094,0.167,39,@FoxNews
339,0.8555,Sat Sep 08 23:20:00 +0000 2018,".@RealCandaceO: ""Liberalism to me means bondage and conservatism means freedom. The freedom to choose, the freedom… https://t.co/y2pnWWothh",0.641,0.0,0.359,40,@FoxNews
340,0.0,Sat Sep 08 23:11:40 +0000 2018,".@RealCandaceO on @realDonaldTrump: ""I think that what he did in this country was the most necessary thing by killi… https://t.co/lw0KhX5FD6",1.0,0.0,0.0,41,@FoxNews
341,0.0772,Sat Sep 08 22:41:47 +0000 2018,Intense air raids on edge of Syria's rebel-held Idlib; @BenjaminHallFNC reports. #FoxReport https://t.co/B4sc5ehoDw https://t.co/p1xvqf15Px,0.909,0.0,0.091,42,@FoxNews
342,-0.4767,Sat Sep 08 22:40:51 +0000 2018,"Jim Antle: ""Despite the fact that [Judge Kavanaugh] was constantly being interrupted by protesters, and that a lot… https://t.co/yf3hj2pVl5",0.796,0.204,0.0,43,@FoxNews
343,0.743,Sat Sep 08 22:22:55 +0000 2018,Naomi Osaka of Japan holds up the championship trophy after winning the U.S. Open Women’s Final against Serena Will… https://t.co/IXjSgchB4b,0.741,0.0,0.259,44,@FoxNews
344,-0.6597,Sat Sep 08 22:12:20 +0000 2018,"Rochelle Sykes, aunt of teen murdered in Chicago: ""He wasn't in a gang, he didn't do drugs. What is it that he coul… https://t.co/OtGkuPEtdj",0.833,0.167,0.0,45,@FoxNews
345,0.4767,Sat Sep 08 22:08:35 +0000 2018,"RT @FoxNewsResearch: #OTD in 1974: One month after Nixon’s resignation, President Ford granted “a full, free and absolute pardon” to Nixon…",0.706,0.086,0.208,46,@FoxNews
346,-0.6808,Sat Sep 08 22:00:10 +0000 2018,"RT @FoxNewsResearch: Sep 1 to Sep 7
-Week in Numb𝟑rs
𝟐𝐧𝐝 House Dem Incumbent to lose primary in 2018
At least 𝟑𝟕 ppl have denied being NYT…",0.804,0.196,0.0,47,@FoxNews
347,-0.4767,Sat Sep 08 21:49:01 +0000 2018,BREAKING: Serena Williams defeated by Naomi Osaka in US Open Women’s Final https://t.co/0tbdafS9dZ,0.795,0.205,0.0,48,@FoxNews
348,0.0,Sat Sep 08 21:44:33 +0000 2018,.@johnlegend says @kanyewest is 'serious' about running for president https://t.co/UaSeCOEH0j,1.0,0.0,0.0,49,@FoxNews
349,0.5267,Sat Sep 08 21:37:36 +0000 2018,"TOMORROW: Actor @jonvoight sounds off on politics in Hollywood on ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tu… https://t.co/wkTz08sH78",0.833,0.0,0.167,50,@FoxNews
350,0.0,Sat Sep 08 21:29:39 +0000 2018,"North Korea to fete 70th birthday with tanks, dancing masses; @GregPalkot reports. https://t.co/QjWrh5eP3P https://t.co/mp4lC18YhV",1.0,0.0,0.0,51,@FoxNews
351,0.0,Sat Sep 08 21:19:12 +0000 2018,".@Jeff_Journalist on @BarackObama's Saturday rally: ""Unlike yesterday, the former president did not mention Preside… https://t.co/C2ojruwBEA",1.0,0.0,0.0,52,@FoxNews
352,0.0,Sat Sep 08 21:17:19 +0000 2018,Trump eyes 'four or five' people who may be behind anonymous NYT article; @ellisonbarber reports.… https://t.co/ZxKtkJeecC,1.0,0.0,0.0,53,@FoxNews
353,0.0,Sat Sep 08 21:06:46 +0000 2018,Mac Miller's home was reportedly cleaned before police investigation https://t.co/bSJGAbyYGI,1.0,0.0,0.0,54,@FoxNews
354,-0.2244,Sat Sep 08 21:00:00 +0000 2018,Don’t miss “Fox Report with Jon Scott” Saturdays and Sundays at 6p ET on Fox News Channel! @JonScottFNC https://t.co/71CBEMbZyJ,0.905,0.095,0.0,55,@FoxNews
355,-0.3612,Sat Sep 08 20:52:53 +0000 2018,RT @FoxBusiness: One-third of employees would take 20% pay cut to work this many days per week https://t.co/vvpWXI4ptx,0.821,0.179,0.0,56,@FoxNews
356,0.4939,Sat Sep 08 20:46:58 +0000 2018,Obama says midterms are 'chance to restore some sanity to our politics' https://t.co/Ajvp2jbPiO,0.724,0.0,0.276,57,@FoxNews
357,0.34,Sat Sep 08 20:37:29 +0000 2018,"Tiffany Cross on the midterms: ""The American people certainly fell for @realDonaldTrump once. I don't know that tha… https://t.co/m63yggDXKO",0.876,0.0,0.124,58,@FoxNews
358,0.0772,Sat Sep 08 20:29:47 +0000 2018,"Sean Noble on @BarackObama campaigning for the midterms: ""The problem that President Obama is going to have is that… https://t.co/gZMGfNFX8W",0.759,0.114,0.127,59,@FoxNews
359,0.0,Sat Sep 08 20:20:49 +0000 2018,Former President @BarackObama held a campaign rally for seven House Democratic candidates in California;… https://t.co/OinyTDm9Oi,1.0,0.0,0.0,60,@FoxNews
360,0.0,Sat Sep 08 20:20:31 +0000 2018,SEPTA says bus pulled from service after woman reportedly believes to find bed bugs https://t.co/ofsBxrV6TD,1.0,0.0,0.0,61,@FoxNews
361,-0.8658,Sat Sep 08 19:58:00 +0000 2018,New York City reopens subway station destroyed in 9/11 terror attack https://t.co/a1211Et68c,0.481,0.519,0.0,62,@FoxNews
362,-0.6369,Sat Sep 08 19:48:00 +0000 2018,OPINION: Failed Obama attacks successful Trump in bitter swan song https://t.co/oYILkkaZp4,0.354,0.455,0.192,63,@FoxNews
363,0.0,Sat Sep 08 19:39:55 +0000 2018,Meghan Markle’s dog is getting a children’s book https://t.co/WBWXSIi3Ub,1.0,0.0,0.0,64,@FoxNews
364,0.0,Sat Sep 08 19:25:57 +0000 2018,"Kamala Harris, Planned Parenthood slammed for taking Kavanaugh out of context on birth control remarks https://t.co/Wwzbh6EVD4",1.0,0.0,0.0,65,@FoxNews
365,-0.296,Sat Sep 08 19:18:28 +0000 2018,"Florida police 'pull over' couple for marriage proposal, Twitter users worried about relationship’s fate https://t.co/iKboxNaqU8",0.864,0.136,0.0,66,@FoxNews
366,-0.6705,Sat Sep 08 19:10:13 +0000 2018,"Kavanaugh avoids Dem traps as chaotic hearing winds down, confirmation vote looms; @Garrett_FoxNews reports. https://t.co/WjOaPx1zZU",0.649,0.351,0.0,67,@FoxNews
367,0.0,Sat Sep 08 19:08:08 +0000 2018,"Former President @BarackObama campaigns for Democratic congressional candidates in Anaheim, Calif.  https://t.co/TxuoFV20He",1.0,0.0,0.0,68,@FoxNews
368,-0.5106,Sat Sep 08 19:01:23 +0000 2018,".@MrsT106 on @BarackObama campaigning for midterms: ""After eight years of Obama's failed policies, the American pub… https://t.co/XsDmHeaunx",0.829,0.171,0.0,69,@FoxNews
369,-0.2244,Sat Sep 08 18:55:00 +0000 2018,Don’t miss “Fox Report with Jon Scott” Saturdays and Sundays at 6p ET on Fox News Channel! @JonScottFNC https://t.co/iqGAzo7v25,0.905,0.095,0.0,70,@FoxNews
370,0.0,Sat Sep 08 18:54:30 +0000 2018,"Antjuan Seawright on @BarackObama campaigning for midterms: ""This is not about who will control Congress or who wil… https://t.co/a4nR5l1Szl",1.0,0.0,0.0,71,@FoxNews
371,-0.25,Sat Sep 08 18:49:37 +0000 2018,"Antjuan Seawright on @BarackObama campaigning for midterms: ""I think his presence alone will be a big factor in mot… https://t.co/pRnQXp5J7L",0.9,0.1,0.0,72,@FoxNews
372,0.0,Sat Sep 08 18:44:16 +0000 2018,".@GillianHTurner: ""The House passed a vote yesterday that redefines the crimes for which foreigners can be deported… https://t.co/yE45yRhXFB",1.0,0.0,0.0,73,@FoxNews
373,0.0,Sat Sep 08 18:40:28 +0000 2018,".@henryrodgersdc on possible government shutdown over immigration bill: ""If Congress cannot get their heads togethe… https://t.co/03VBr5i6na",1.0,0.0,0.0,74,@FoxNews
374,0.0,Sat Sep 08 18:32:07 +0000 2018,"Jamil Jaffer on anonymous @nytimes op-ed: ""At the end of the day, if you're going to say these sort of things, you… https://t.co/KkEweVW1Lf",1.0,0.0,0.0,75,@FoxNews
375,0.4939,Sat Sep 08 18:20:35 +0000 2018,Scientists invent way to create 'unlimited renewable energy' https://t.co/YIPmagF41n,0.625,0.0,0.375,76,@FoxNews
376,0.4939,Sat Sep 08 18:14:38 +0000 2018,".@ellisonbarber on the anonymous @nytimes op-ed: ""[@POTUS] seems confident that eventually the world will know who… https://t.co/0KbiQJGxZT",0.833,0.0,0.167,77,@FoxNews
