,Compound,Date,Message,Negative,Neutral,Positive,Tweets Ago,User
377,-0.0516,Sat Sep 08 18:07:54 +0000 2018,"Earlier, President @realDonaldTrump touted the economy while saying the country has ""tremendous future potential."" https://t.co/EhrZImC9uC",0.921,0.079,0.0,78,@FoxNews
378,-0.3818,Sat Sep 08 18:06:51 +0000 2018,Tropical Storm Florence prompts North and South Carolina to declare states of emergency as it approaches East Coast https://t.co/0QuNnmdR5F,0.874,0.126,0.0,79,@FoxNews
379,-0.2023,Sat Sep 08 17:56:59 +0000 2018,Nike's sales surge after releasing controversial Colin Kaepernick 'Just Do It' campaign https://t.co/3pZ6vbXWah,0.87,0.13,0.0,80,@FoxNews
380,-0.34,Sat Sep 08 17:55:59 +0000 2018,Massachusetts jewelry store under fire after 'take a knee' billboard backfires https://t.co/8qeSTbzq4j,0.806,0.194,0.0,81,@FoxNews
381,0.0,Sat Sep 08 17:49:36 +0000 2018,.@LawrenceBJones3: “I think this is going to backfire because the American people are going to go by results at the… https://t.co/KR4RZc8dGh,1.0,0.0,0.0,82,@FoxNews
382,-0.5267,Sat Sep 08 17:42:55 +0000 2018,New Jersey charter school slammed for turning away students for minor dress code violations https://t.co/tZJqOFW2AC,0.805,0.195,0.0,83,@FoxNews
383,0.6369,Sat Sep 08 17:33:57 +0000 2018,"Perfectly preserved 1,000-year-old hunter's dart discovered in melting ice https://t.co/pqouxCSscD",0.682,0.0,0.318,84,@FoxNews
384,0.0,Sat Sep 08 17:31:27 +0000 2018,"Awaiting @BarackObama at Anaheim, CA Rally https://t.co/uVoV53Bk4Y",1.0,0.0,0.0,85,@FoxNews
385,0.5574,Sat Sep 08 17:25:52 +0000 2018,"Nick Jonas opens up about Priyanka Chopra romance, reveals their celebrity couple name https://t.co/tcojK4iOXJ",0.783,0.0,0.217,86,@FoxNews
386,0.6114,Sat Sep 08 17:24:32 +0000 2018,RT @EricShawnTV: Happy Saturday! You get not just one...not two...but three hours every Saturday of @EricShawnTV and @ArthelNeville @FoxNew…,0.818,0.0,0.182,87,@FoxNews
387,0.0,Sat Sep 08 17:21:15 +0000 2018,Massive Gator Walks Florida Golf Course https://t.co/to5f5to09k,1.0,0.0,0.0,88,@FoxNews
388,-0.4404,Sat Sep 08 17:05:04 +0000 2018,.@SebGorka: “[Barack Obama’s] whole 8 year presidency was an embarrassment when it comes to everything from the eco… https://t.co/KFd8vUEdq9,0.854,0.146,0.0,89,@FoxNews
389,-0.296,Sat Sep 08 16:54:32 +0000 2018,.@realDonaldTrump: Apple should make its products in US to avoid tariff hit (via: @FoxBusiness) https://t.co/e36m6TvX2L,0.864,0.136,0.0,90,@FoxNews
390,-0.7506,Sat Sep 08 16:45:39 +0000 2018,"Celtics player Jabari Bird arrested after allegedly assaulting, strangling and kidnapping person: police https://t.co/tEZhsIc8qb",0.652,0.348,0.0,91,@FoxNews
391,0.0191,Sat Sep 08 16:45:00 +0000 2018,SUNDAY: Don't miss an exclusive interview with @ChrisCoons on @FoxNewsSunday. Check your local listings and tune in… https://t.co/19KVYgsbri,0.85,0.073,0.077,92,@FoxNews
392,-0.25,Sat Sep 08 16:26:36 +0000 2018,Thousands of people gather in front of Paris town hall during a protest. Demonstrators in cities across France and… https://t.co/FaA1W1RVvQ,0.9,0.1,0.0,93,@FoxNews
393,0.743,Sat Sep 08 16:18:10 +0000 2018,"Peter Navarro: “What Obama’s trying to do is claim credit for the president’s success, which is absurd.” https://t.co/XZin5ZvQKA",0.717,0.0,0.283,94,@FoxNews
394,0.8271,Sat Sep 08 16:11:47 +0000 2018,"OPINION: Kavanaugh might be the left's nightmare, but he will restore the Supreme Court to its proper role https://t.co/DLstxfr87f",0.688,0.0,0.312,95,@FoxNews
395,0.0,Sat Sep 08 15:58:50 +0000 2018,RT @FoxBusiness: US manufacturing at highest level in more than 14 years https://t.co/uV8JtzOrAL,1.0,0.0,0.0,96,@FoxNews
396,0.0,Sat Sep 08 15:45:27 +0000 2018,.@dbongino: “Barack Obama was one of the most divisive presidents in American history.” https://t.co/Y5a4hwGMHW https://t.co/oaod2hltND,1.0,0.0,0.0,97,@FoxNews
397,-0.5267,Sat Sep 08 15:41:06 +0000 2018,Left wing fumes at Dem leaders over Kavanaugh: 'You are failing us' https://t.co/gQxJ2wzhQu,0.714,0.286,0.0,98,@FoxNews
398,0.0,Sat Sep 08 15:41:00 +0000 2018,SUNDAY: @VP Mike Pence joins Chris Wallace for an interview on @FoxNewsSunday. Check your local listings and tune i… https://t.co/3wkWX6p6EI,1.0,0.0,0.0,99,@FoxNews
399,0.0,Sat Sep 08 15:31:00 +0000 2018,.@johnlegend says @kanyewest is 'serious' about running for president https://t.co/QBrvos5CXH,1.0,0.0,0.0,100,@FoxNews
400,-0.34,Sun Sep 09 03:55:34 +0000 2018,Venezuela Accuses U.S. of Plotting Coup Against Maduro https://t.co/mkdRUAchir,0.769,0.231,0.0,1,@nytimes
401,0.4019,Sun Sep 09 03:51:02 +0000 2018,"""In one exhilarating moment behind the wheel, I began my journey into adulthood"" https://t.co/2zLbkirUTb",0.816,0.0,0.184,2,@nytimes
402,0.0,Sun Sep 09 03:33:35 +0000 2018,"Doctors Fleeing Syria for Germany Find Refuge, Hurdles and Delays https://t.co/TIfP0PvrPy",1.0,0.0,0.0,3,@nytimes
403,0.0,Sun Sep 09 03:25:07 +0000 2018,"Here's a few things to try when your lifeline — er, your phone, or tablet — won't charge https://t.co/71m0MYTaW1",1.0,0.0,0.0,4,@nytimes
404,0.0772,Sun Sep 09 03:07:18 +0000 2018,"“There’s this thing inside each of us now. We’ve lost something that we can never get back."" Who helps the teachers… https://t.co/YiqJxGh7rU",0.803,0.092,0.104,5,@nytimes
405,-0.34,Sun Sep 09 02:49:30 +0000 2018,Piece of Metal Pierces Roof of New Jersey Transit Train in a Night of Service Disruptions https://t.co/pexafXZPYz,0.862,0.138,0.0,6,@nytimes
406,0.0,Sun Sep 09 02:42:08 +0000 2018,How Michigan became the epicenter of the Modernist experiment https://t.co/zODJ3WOvS2,1.0,0.0,0.0,7,@nytimes
407,0.5267,Sun Sep 09 02:24:05 +0000 2018,A gnocchi for cheese lovers https://t.co/gMCDoCa05L https://t.co/3AIk8RjKR2,0.595,0.0,0.405,8,@nytimes
408,-0.1779,Sun Sep 09 02:07:25 +0000 2018,"Thwarting Trump, or the Voters? https://t.co/fc7wGcJjYi",0.746,0.254,0.0,9,@nytimes
409,-0.25,Sun Sep 09 01:50:42 +0000 2018,Hate filing out a Fafsa? This should help. https://t.co/HmfcUtZOh1,0.484,0.298,0.218,10,@nytimes
410,0.3612,Sun Sep 09 01:33:34 +0000 2018,"“You look a lot like Steve Perry,” a man at the restaurant said.

“I used to be Steve Perry,” said Steve Perry. 
https://t.co/aXigmKzwMs",0.889,0.0,0.111,11,@nytimes
411,-0.3412,Sun Sep 09 01:15:16 +0000 2018,"It's not always easy for a schools to go green. Here's how students, teachers and institutions are working to be mo… https://t.co/AZe4KZMhcQ",0.893,0.107,0.0,12,@nytimes
412,-0.659,Sun Sep 09 00:57:04 +0000 2018,"The reporter's last words: ""The area is completely terrorized. I can smell blood here, and as you can see in the pi… https://t.co/7HEY6HQGPx",0.827,0.173,0.0,13,@nytimes
413,-0.1027,Sun Sep 09 00:38:53 +0000 2018,Prosecutors Admit They Wrongly Accused Russian of Offering Sex for Republican Access https://t.co/wIvzL2PwgS,0.733,0.147,0.12,14,@nytimes
414,0.4019,Sun Sep 09 00:25:48 +0000 2018,It was a centennial birthday brunch. Then the party took a turn. https://t.co/hGRKuKPba5,0.787,0.0,0.213,15,@nytimes
415,-0.25,Sun Sep 09 00:08:31 +0000 2018,What Arthur Ashe Knew About Protest https://t.co/VrXB5tbts0,0.75,0.25,0.0,16,@nytimes
416,-0.4588,Sun Sep 09 00:00:24 +0000 2018,A new generation of female samba circle musicians in Brazil are rejecting both the idea they belong on the sideline… https://t.co/IKCXjhMIR4,0.864,0.136,0.0,17,@nytimes
417,0.0,Sat Sep 08 23:54:29 +0000 2018,Third Point Seeks to Oust Campbell Soup’s Board https://t.co/2JfPMlaxA5,1.0,0.0,0.0,18,@nytimes
418,0.2263,Sat Sep 08 23:41:08 +0000 2018,‘No One Could Believe It’: When Ford Pardoned Nixon Four Decades Ago https://t.co/dmeeEQjVXv,0.863,0.0,0.137,19,@nytimes
419,-0.6486,Sat Sep 08 23:26:55 +0000 2018,A Grim Endgame Looms in Syria https://t.co/iE327WYxEI,0.43,0.57,0.0,20,@nytimes
420,0.7506,Sat Sep 08 23:15:02 +0000 2018,"RT @NYTmag: ""Serena’s excellence comes with the ability to imagine herself achieving a new kind of history for all of us."" https://t.co/aou…",0.748,0.0,0.252,21,@nytimes
421,0.6486,Sat Sep 08 23:10:01 +0000 2018,Naomi Osaka is the first Japanese Grand Slam singles champion. Revisit our profile of the 20-year-old tennis star. https://t.co/zovo6fkyaX,0.627,0.102,0.271,22,@nytimes
422,0.0,Sat Sep 08 23:00:09 +0000 2018,"RT @nytopinion: NYT's Op-Ed editor, @jimdao, explains how the anonymous Op-Ed from a senior official in the Trump administration came to be…",1.0,0.0,0.0,23,@nytimes
423,0.3182,Sat Sep 08 22:58:43 +0000 2018,"‘Crazy Rich Asians’ Has Soared, but It May Not Fly in China https://t.co/SQzXRm5Ij0",0.839,0.0,0.161,24,@nytimes
424,-0.3818,Sat Sep 08 22:50:52 +0000 2018,"Obama, on California Front Lines, Joins Democratic Battle to Capture House https://t.co/EAgiUAjT3u",0.809,0.191,0.0,25,@nytimes
425,0.0,Sat Sep 08 22:32:34 +0000 2018,"Bonnethead sharks are the first omnivorous sharks known to science, which could change our understanding of what so… https://t.co/flhBFgx2pa",1.0,0.0,0.0,26,@nytimes
426,-0.1027,Sat Sep 08 22:15:05 +0000 2018,"Judge Brett Kavanaugh, dodging questions at his confirmation hearings, drew on lessons learned from earlier nominee… https://t.co/YxHNiNw0rE",0.92,0.08,0.0,27,@nytimes
427,0.0,Sat Sep 08 22:03:39 +0000 2018,Jim Carrey explains why he's returning to television as an unraveling children's-TV host on the Showtime series “Ki… https://t.co/zusr0pB3Zp,1.0,0.0,0.0,28,@nytimes
428,-0.296,Sat Sep 08 21:46:25 +0000 2018,"Breaking News: Naomi Osaka beat her idol, Serena Williams, in a contentious U.S. Open final. She is the first Japan… https://t.co/Hlg8DiLBZp",0.896,0.104,0.0,29,@nytimes
429,0.0,Sat Sep 08 21:45:04 +0000 2018,"In Opinion

Op-Ed contributor Carol Anderson writes, ""Voters across the country are now realizing that they, too, h… https://t.co/HY0HGwM66o",1.0,0.0,0.0,30,@nytimes
430,0.0,Sat Sep 08 21:37:30 +0000 2018,RT @NYTSports: U.S. Open Final 2018: Serena Williams vs. Naomi Osaka Live https://t.co/8ctSQiwo0k https://t.co/kOMYWdMRuQ,1.0,0.0,0.0,31,@nytimes
431,0.0,Sat Sep 08 21:30:07 +0000 2018,These dinners are perfect for those who hate washing dishes https://t.co/owq7InWZZI,0.549,0.226,0.226,32,@nytimes
432,0.5859,Sat Sep 08 21:15:07 +0000 2018,"For the artist and AIDS activist David Wojnarowicz, there was beauty on the horizon, intermingled with barbarism https://t.co/sknRP8ZAYm",0.817,0.0,0.183,33,@nytimes
433,0.3818,Sat Sep 08 21:00:14 +0000 2018,Asia Argento stayed close with Harvey Weinstein. Jimmy Bennett stayed in touch with Ms. Argento. The dynamic is not… https://t.co/Fwduo60yKw,0.88,0.0,0.12,34,@nytimes
434,0.2023,Sat Sep 08 20:45:09 +0000 2018,Serena Williams is playing Naomi Osaka in the U.S. Open women’s singles final. Follow the action in our live briefi… https://t.co/R6Xp8hzdRk,0.917,0.0,0.083,35,@nytimes
435,0.0,Sat Sep 08 20:30:07 +0000 2018,"In Opinion

Op-Ed contributor Teju Cole writes, ""'Resistance' is back in vogue, and it describes something rather d… https://t.co/cq8fTbm68I",1.0,0.0,0.0,36,@nytimes
436,-0.296,Sat Sep 08 20:15:04 +0000 2018,"The Cortlandt Street subway stop, once buried under World Trade Center debris, is reopening just before the 17th an… https://t.co/UANlNut1xA",0.896,0.104,0.0,37,@nytimes
437,0.4215,Sat Sep 08 20:07:12 +0000 2018,"RT @adamnagourney: Obama, at Ca rally, is giving named call-outs to the big seven Democratic congressional challengers. This is a live vers…",0.833,0.0,0.167,38,@nytimes
438,0.0,Sat Sep 08 20:00:06 +0000 2018,"Nearly 23,000 readers submitted questions about the anonymous Op-Ed published in the Times. Op-Ed editor James Dao… https://t.co/cEC3DRQjTE",1.0,0.0,0.0,39,@nytimes
439,0.0,Sat Sep 08 19:42:44 +0000 2018,"President Trump’s budget chief thinks Ted Cruz may not be “likable” enough to hold on to his Senate seat, according… https://t.co/3DjwxWG8mL",1.0,0.0,0.0,40,@nytimes
440,0.4215,Sat Sep 08 19:30:06 +0000 2018,China is sending Uighur Muslims to indoctrination camps to rid them of their faith in the biggest internment progra… https://t.co/sXuLd96123,0.872,0.0,0.128,41,@nytimes
441,-0.2263,Sat Sep 08 19:16:02 +0000 2018,RT @viaSimonRomero: Santa Fe put an end to its celebration of the 1692 Reconquest of New Mexico after protests by Native Americans. My stor…,0.924,0.076,0.0,42,@nytimes
442,0.0,Sat Sep 08 19:00:06 +0000 2018,One of the wake-up calls of new homeownership is not being able to just call the landlord when there's a leaky pipe… https://t.co/vf4eDiGzCl,1.0,0.0,0.0,43,@nytimes
443,0.4019,Sat Sep 08 18:45:09 +0000 2018,"Italy's interior minister, who also leads anti-immigrant party the League, has signed up with Steve Bannon to help… https://t.co/PZyBSW917A",0.87,0.0,0.13,44,@nytimes
444,0.7118,Sat Sep 08 18:30:13 +0000 2018,"Naomi Osaka's forehand is a blur to most observers, but here's a breakdown of why it's so powerful https://t.co/qlCluNZl66",0.765,0.0,0.235,45,@nytimes
445,0.0,Sat Sep 08 18:16:04 +0000 2018,"In heavily pro-Trump West Virginia, Joe Manchin, the Democratic senator up for re-election, has built a lead in pol… https://t.co/FMxjA3IPrf",1.0,0.0,0.0,46,@nytimes
446,0.4215,Sat Sep 08 18:00:05 +0000 2018,"RT @laurettaland: We asked black vets about the #NikeBoycott. “These same white comrades, even after sharing the bond of service, ultimatel…",0.877,0.0,0.123,47,@nytimes
447,0.0,Sat Sep 08 17:55:04 +0000 2018,"Come è crollato il ponte di Genova il 14 agosto? Un video, decine di
interviste e le macerie offrono una possibile… https://t.co/SkUQODcooJ",1.0,0.0,0.0,48,@nytimes
448,-0.4215,Sat Sep 08 17:45:09 +0000 2018,Egypt sentences 75 to death for their involvement in a protest by supporters of ousted president Mohamed Morsi that… https://t.co/BjjpCg7q0T,0.6,0.236,0.164,49,@nytimes
449,-0.7845,Sat Sep 08 17:31:10 +0000 2018,"One of the world's top breast cancer doctors failed to disclose millions of dollars in drug company payments, expos… https://t.co/MvqtwdYWZ8",0.642,0.291,0.068,50,@nytimes
450,0.0,Sat Sep 08 17:17:20 +0000 2018,RT @NYTMetro: District attorneys in Manhattan and Brooklyn plan to vacate thousands of misdemeanor marijuana warrants and low-level convict…,1.0,0.0,0.0,51,@nytimes
451,-0.4215,Sat Sep 08 17:00:07 +0000 2018,"A crafty man-eating tiger on the loose, like the one who has killed 13 people in central India, sounds like somethi… https://t.co/mChfvuTEgI",0.59,0.236,0.174,52,@nytimes
452,0.2846,Sat Sep 08 16:45:45 +0000 2018,"“We stayed in the country not because we wanted to be called heroes, but because leaving meant leaving Syria with n… https://t.co/pFnCtYrJB6",0.907,0.0,0.093,53,@nytimes
453,0.0,Sat Sep 08 16:31:06 +0000 2018,"A 15th century statue of St. Anne has fuchsia lips and black eyeliner, and Baby Jesus resembles a Playmobil figure… https://t.co/wqRy6pN3w6",1.0,0.0,0.0,54,@nytimes
454,0.0,Sat Sep 08 16:22:16 +0000 2018,We've deleted an earlier tweet that said Dmitry Rybolovlev bought “Salvator Mundi” for $450 million. He sold it for… https://t.co/w0nryDB0um,1.0,0.0,0.0,55,@nytimes
455,0.6124,Sat Sep 08 16:14:10 +0000 2018,"This Russian billionaire is known for big sales like the $450 million ""Salvator Mundi,"" and big purchases like the… https://t.co/sUOh2MNoYg",0.783,0.0,0.217,56,@nytimes
456,-0.2263,Sat Sep 08 16:02:48 +0000 2018,The opening of the last section of new Mario M. Cuomo Bridge is delayed after a part of the old Tappan Zee bridge b… https://t.co/H6neJZnTnS,0.924,0.076,0.0,57,@nytimes
457,0.0,Sat Sep 08 15:47:23 +0000 2018,"RT @NYTScience: Climate change is making hungry, hungry caterpillars. https://t.co/1teHipsuLy",1.0,0.0,0.0,58,@nytimes
458,0.4404,Sat Sep 08 15:36:11 +0000 2018,"""Go easy on each other,"" and other lessons from life in New York City https://t.co/DY2AmZBOeW",0.828,0.0,0.172,59,@nytimes
459,-0.2732,Sat Sep 08 15:18:17 +0000 2018,"In a new twist in a legal battle that has plagued President Trump for months, Michael Cohen offered to tear up a no… https://t.co/ANb7D7Yljy",0.823,0.113,0.065,60,@nytimes
460,0.4939,Sat Sep 08 15:15:06 +0000 2018,"On Sept. 8, 1974, President Gerald Ford pardoned Richard Nixon for his role in Watergate. It remains the pardon oth… https://t.co/2dkVnHMNw2",0.819,0.0,0.181,61,@nytimes
461,-0.7845,Sat Sep 08 15:03:15 +0000 2018,A glimpse of what was lost in the fire that destroyed Brazil’s National Museum https://t.co/toSjHpNYyN,0.582,0.418,0.0,62,@nytimes
462,-0.4767,Sat Sep 08 14:45:04 +0000 2018,"As Trump rages, Senate Republicans move ahead toward perhaps the most lasting impact of his era: a conservative shi… https://t.co/tC3Mr1vw1i",0.853,0.147,0.0,63,@nytimes
463,0.0,Sat Sep 08 14:30:08 +0000 2018,"Marcella Hazan’s bolognese sauce has been called “the gold standard"" for bolognese. Try it and see for yourself.… https://t.co/qVADmtYi7o",1.0,0.0,0.0,64,@nytimes
464,0.1779,Sat Sep 08 14:17:05 +0000 2018,Lina Khan published a paper titled “Amazon’s Antitrust Paradox” last year. It now forms the basis of a growing anti… https://t.co/6EGHZVBlRl,0.914,0.0,0.086,65,@nytimes
465,0.0,Sat Sep 08 14:00:10 +0000 2018,"""The establishment doesn't have the hold that it used to."" Minority and female candidates ousting Democratic incumb… https://t.co/0fBmCsgPB8",1.0,0.0,0.0,66,@nytimes
466,0.0,Sat Sep 08 13:44:10 +0000 2018,The Trump administration held secret meetings with Venezuelan military officers planning a coup against President N… https://t.co/lpDmbhg2Gf,1.0,0.0,0.0,67,@nytimes
467,0.4215,Sat Sep 08 13:40:03 +0000 2018,Naomi Osaka will become the first woman born in Japan to play in a Grand Slam final. Revisit our profile of the 20-… https://t.co/thkjrUk1md,0.714,0.093,0.193,68,@nytimes
468,0.5267,Sat Sep 08 13:35:01 +0000 2018,"""I shouldn't really think of her as, like, my idol,"" Naomi Osaka said as she prepared to face Serena Williams in th… https://t.co/ml8Dq7fzws",0.827,0.0,0.173,69,@nytimes
469,0.7906,Sat Sep 08 13:22:04 +0000 2018,"“We have this almost sense of urgency about living life, this gratitude, this desire to give back,"" said the bride… https://t.co/vzfC1j6z7k",0.731,0.0,0.269,70,@nytimes
470,-0.34,Sat Sep 08 13:02:05 +0000 2018,"""When you walk the streets, you see vacancies on every block in all five boroughs, rich or poor areas — even on Mad… https://t.co/Eu8w9rgkeN",0.676,0.203,0.122,71,@nytimes
471,-0.6597,Sat Sep 08 12:42:05 +0000 2018,"When Steve Perry detailed the personal tragedy that moved him to make music again, he spoke in language as emotiona… https://t.co/BbkMW81PCG",0.82,0.18,0.0,72,@nytimes
472,-0.5859,Sat Sep 08 12:22:04 +0000 2018,"""I came to realize that it wasn’t the assault that had the most enduring effect on me. It was people’s refusal to b… https://t.co/0NbgTe26v9",0.858,0.142,0.0,73,@nytimes
473,0.0,Sat Sep 08 12:02:04 +0000 2018,Tracking the House races to watch in the 2018 midterm elections https://t.co/2JaKryaxsH,1.0,0.0,0.0,74,@nytimes
474,0.34,Sat Sep 08 11:42:04 +0000 2018,"RT @NYTmag: Some teachers devote 60 hours a week to the classroom, then go to work elsewhere. The hours are long, the labor physical, the p…",0.909,0.0,0.091,75,@nytimes
475,0.25,Sat Sep 08 11:22:02 +0000 2018,"No matter how old or out of shape you are, you can restore much of the strength you already lost https://t.co/xr8IT6ODJE",0.593,0.167,0.241,76,@nytimes
476,0.7269,Sat Sep 08 11:12:08 +0000 2018,"The Week in Good News: Environmentally Friendly Lego, Dorothy’s Ruby Slippers, Digital Braille https://t.co/gGyeNebaLP",0.663,0.0,0.337,77,@nytimes
477,0.0,Sat Sep 08 11:02:04 +0000 2018,“The Manhattan Nobody Knows: An Urban Walking Guide” is the next in a series of books that uncover — by lots of wal… https://t.co/Ix2hdzFuG4,1.0,0.0,0.0,78,@nytimes
478,0.1511,Sat Sep 08 10:32:05 +0000 2018,RT @nytopinion: President Trump has never handled criticism well. With Bob Woodward's book and an anonymous Op-Ed by a senior Trump officia…,0.818,0.078,0.104,79,@nytimes
479,0.5267,Sat Sep 08 10:02:02 +0000 2018,"Jack Ma will retire next week from Alibaba, the e-commerce giant that made him China's richest man. He says he want… https://t.co/cfjsv0sCTS",0.861,0.0,0.139,80,@nytimes
480,0.0,Sat Sep 08 09:51:55 +0000 2018,What’s Smoother Than a Federer Backhand? His $300 Million Uniqlo Deal https://t.co/OtYu7JHGxm,1.0,0.0,0.0,81,@nytimes
481,0.0,Sat Sep 08 09:49:43 +0000 2018,"After Two Hit Operas, a Composer Takes on the Bleak Prairie https://t.co/OnrxRuoBT5",1.0,0.0,0.0,82,@nytimes
482,0.0516,Sat Sep 08 09:32:05 +0000 2018,"RT @nytpolitics: President Trump has accused Democrats of trying to “raid,” “rob” or “hurt” Medicare and Social Security, while suggesting…",0.796,0.097,0.106,83,@nytimes
483,0.4939,Sat Sep 08 09:04:39 +0000 2018,5 recipes for busy people who still want something good to eat https://t.co/D43kz1V9Lu,0.704,0.0,0.296,84,@nytimes
484,0.0,Sat Sep 08 08:48:11 +0000 2018,"In Opinion

The editorial board writes, ""Presidents do not get to outlaw speech simply because they find it distast… https://t.co/aDDf16jJCS",1.0,0.0,0.0,85,@nytimes
485,-0.1027,Sat Sep 08 08:32:03 +0000 2018,"RT @nytopinion: Judge Brett Kavanaugh misstates facts under oath, and Republicans cover for him by making it hard, if not impossible, to ge…",0.94,0.06,0.0,86,@nytimes
486,0.0,Sat Sep 08 08:11:50 +0000 2018,The Menopausal Vagina Monologues https://t.co/GzwOulp9PC,1.0,0.0,0.0,87,@nytimes
487,0.7096,Sat Sep 08 08:06:13 +0000 2018,"The best TV shows and movies new to Netflix, Amazon and more in September https://t.co/uMXOHQNCsS",0.688,0.0,0.312,88,@nytimes
488,0.4019,Sat Sep 08 07:49:31 +0000 2018,"Burberry said it would cease burning unsold goods, a practice that had been justified as a move to preserve the com… https://t.co/J1bGEJtivZ",0.876,0.0,0.124,89,@nytimes
489,-0.1027,Sat Sep 08 07:32:04 +0000 2018,RT @nytimesworld: A summit in Tehran and a Security Council meeting in New York illustrate how Syria’s fate lies in the hands of foreign po…,0.802,0.107,0.092,90,@nytimes
490,-0.296,Sat Sep 08 07:02:21 +0000 2018,"""The regime considers doctors to be the No. 1 enemy."" This is the story of Mohammed al-Bardan, an Ob-Gyn who has le… https://t.co/pQ3mZnCVwE",0.905,0.095,0.0,91,@nytimes
491,0.0,Sat Sep 08 06:32:04 +0000 2018,RT @NYTHealth: $3 billion a year for research isn't enough to produce the vaccines the world needs https://t.co/ZiutLhsVLd,1.0,0.0,0.0,92,@nytimes
492,0.0,Sat Sep 08 06:05:10 +0000 2018,These sharks must be reclassified as omnivores — the first omnivorous sharks known to science https://t.co/Wqikiz9cgg,1.0,0.0,0.0,93,@nytimes
493,0.34,Sat Sep 08 05:49:03 +0000 2018,"36 Hours in Paris, on the Seine: to dine, drink and play along the photogenic waterway https://t.co/dHvshrjLAY",0.87,0.0,0.13,94,@nytimes
494,0.0,Sat Sep 08 05:32:04 +0000 2018,"RT @nytopinion: If President Xi's Red Aristocracy keeps rising, China’s politics may regress all the way back to medieval times https://t.c…",1.0,0.0,0.0,95,@nytimes
495,-0.296,Sat Sep 08 04:58:32 +0000 2018,"Now that experts have confirmed the existence of the No. 49 inverted Jenny postage stamp, there's only one of the r… https://t.co/jWpqs2ELAP",0.905,0.095,0.0,96,@nytimes
496,0.0,Sat Sep 08 04:42:03 +0000 2018,Locals and business owners on Florida's Gulf Coast say an extended red tide has been a knockout blow for tourism https://t.co/IfM2iRabIM,1.0,0.0,0.0,97,@nytimes
497,0.0,Sat Sep 08 04:22:06 +0000 2018,RT @NYTHealth: Dozens of passengers coming into the U.S. from different locations had flu-like symptoms on their flights. There's an explan…,1.0,0.0,0.0,98,@nytimes
498,-0.6124,Sat Sep 08 04:02:03 +0000 2018,California accuses 2 nursing homes of abandoning the elderly during last year's wine country fires https://t.co/HLN65uwEpb,0.722,0.278,0.0,99,@nytimes
499,0.34,Sat Sep 08 03:52:31 +0000 2018,"As Sweden Votes, the Far Right Gains Even in an Immigrant Bastion https://t.co/g4Wn7ZDxvz",0.833,0.0,0.167,100,@nytimes
